time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-24 00:00:00+00:00,5,3,2.0,2.0
2025-02-25 00:00:00+00:00,4,2,17.0,4.0
2025-02-26 00:00:00+00:00,5,2,25.0,4.0
2025-02-27 00:00:00+00:00,5,2,20.0,5.0
2025-02-28 00:00:00+00:00,5,2,,
2025-03-01 00:00:00+00:00,3,2,,
2025-03-02 00:00:00+00:00,3,2,24.0,2.0
2025-03-03 00:00:00+00:00,1,1,1.0,1.0
2025-03-04 00:00:00+00:00,4,2,8.0,2.0
2025-03-05 00:00:00+00:00,5,2,13.0,2.0
2025-03-06 00:00:00+00:00,5,2,4.0,2.0
2025-03-07 00:00:00+00:00,1,1,26.0,4.0
2025-03-08 00:00:00+00:00,1,1,2.0,1.0
2025-03-09 00:00:00+00:00,1,1,,
