url_path,views_total,views_unique
/peff74/PIR_YX-358A,18,14
/peff74/PIR_YX-358A/blob/main/PIR_230VAC.jpg,10,7
/peff74/PIR_YX-358A/blob/main/SP015A.pdf,6,5
/peff74/PIR_YX-358A/blob/main/PIR_33DC.jpg,6,4
/peff74/PIR_YX-358A/blob/main/README.md,5,2
/peff74/PIR_YX-358A/blob/main/PIR_2.jpg,4,4
/peff74/PIR_YX-358A/blob/main/PIR_230V_PCB.jpg,4,3
/peff74/PIR_YX-358A/blob/main/SP015A%EF%BC%88rev2.1%EF%BC%89.pdf,4,2
/peff74/PIR_YX-358A/blob/main/PIR_33V_PCB_3.jpg,3,3
/peff74/PIR_YX-358A/blob/main/PIR_1.jpg,3,2
