referrer,views_total,views_unique
ya.ru,39,1
Google,11,3
Yahoo,10,1
farmsoft.jp,8,2
yandex.ru,7,3
yandex.by,2,1
yandex.com,2,1
Bing,1,1
github.com,1,1
yandex.uz,1,1
