referrer,views_total,views_unique
ya.ru,39,1
yandex.ru,10,5
farmsoft.jp,9,3
Google,4,3
Yahoo,3,1
Bing,2,2
yandex.by,2,1
github.com,1,1
yandex.uz,1,1
